ID,Review,Hotel_name,Hotel_Address,sentiment,area,risk_type,Traveller_Suitability,Improvement_Area,Aspect,Source
2086,Good enough for the price. Sri Petaling has everything that you need.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Budget Travellers,Overall Experience,Price & Value,agoda
2087,Convenient location. Clean room and toilet. Friendly staff. Value for money.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2088,"Netflix provided, wifi not stabil, room quite big compare to other hotel in that area",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2089,Bilik ok cantik selesa. Bantal cukup banyak. Bilik air besar cukup dgn toiletries. Tv internet laju. Air disediakan. Staff Semua friendly. Thanks de luna.cuma nak ke stadium kene naik grab kalau tak jauh juga nak berjalan,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2090,Aircond Noisy,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Maintenance/Facility Risk,Business Travellers,Room & Facility Maintenance,Facilities & Amenities,agoda
2091,Room is a little small but overall satisfactory,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2092,A place to stay overnight in Kuala Lumpur.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
2093,room without the window. toilet is old and soundproof need to be improved...,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Noise/Comfort Risk,Business Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2094,"Good place,easy to get food and near to Bkt Jalil stadium",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2095,"Please upgrade your Wifi connection . However this room got Netflix & provided bath things . Room bit small for muslim to pray , struggle but still okay. Plus here no lift . Luckily the staff offer to carry my beg.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",neutral,bukit jalil,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,agoda
2096,Semua ok cuma bilik tiada ruang utk solat. Terpaksa solat atas katil..Staff friendly dan sgt membantu..,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2097,Suitable place to stay if there is event near mranti park area.. About 10 minutes drive.. Lots of eatery next and nearby.. They provide netlfix on tv.. Basic room quite small but bed is comfortable.. Shower temperature not so great in adjustability.. Overall stay is great for the price u pay..,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
2098,"If you're looking for a place to just rest for the night and to keep your stuff during your trip, then this place is okay for that reason. Had a 2D1N stay here. The hot water was not working, so we showered with cold water only. The door seems to be problematic, we had to remove the card and slot it in (for a few times) because the door alarm kept on ringing. One of the lights in the room was out. Other than that, the room is okay for resting.",De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",negative,bukit jalil,Maintenance/Facility Risk,Business Travellers,Room & Facility Maintenance,Room & Comfort,agoda
2099,Friendly staff. Clean and comfort room. Accessible to many nearby restaurants.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2100,Very happy with the stay. Staff are friendly and joyful. Location is great with lots of places and variety of food.,De Luna Hotel Sri Petaling,"130, jalan radin anum, Bukit Jalil, Kuala Lumpur, Malaysia, 57000",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2101,"Amazing hotel with outstanding service, beautiful views, and excellent facilities. Everything was perfect from check-in to check-out. One of the best hotel experiences I’ve ever had. Highly recommended. 🥰",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
2102,"Initially, I didn't have high expectations, but when we checked in the day before yesterday, my child said we should stay at this hotel in the future. The hotel is very clean, the staff's attitude is good, and it's very convenient as the mall is right next door. Although it's not big, it's still sufficient for a family trip. It's worth mentioning that the pool is very clean and comfortable. 👍👍👍👍",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Family Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2103,We had a wonderful time and appreciate the exceptional service provided by the hotel,Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2104,"Thank you very much for the generous discount on b’fst and the room upgrade. We didn’t request either of these, but I truly appreciate the gesture. The room was incredibly cozy, and the view was stunning! The breakfast was delightful as well. I’d also like to express my gratitude for the wonderful hospitality of the front desk staff who checked us in.",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
2105,Hotel staff & guards were very pleasant. Check in was easy. Room was spacious & cosy for the 3 of us. Received complimentary welcome biscuits & card. We had a really good stay & will definitely soon.,Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2106,"Had a very pleasant stay! Thank you so much for preparing the special birthday decor for the birthday boy, it was such a sweet surprise. Thumbs up to the front desk team for the warm welcome and excellent hospitality throughout our stay. The room was clean and comfortable, and we especially loved the strong water pressure which is very important to us. Not forgotten to mention, the breakfast was superb with a wide variety of choices. Definitely will come again!",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
2107,"Newly opened hotel with modern facilities and a convenient location (South). Paid around 3** ++ for a night. The room was simple yet big in size, equipped with a bed, sofa bed, working desk, chair, TV, and the basic amenities required. Cleanliness and hygiene standards were well maintained throughout the property. They have a shaded swimming pool, a breezy terrace area with a lot of tables and chairs perfect for relaxing. Car parking was charged at RM8 per day. For those who like to walk around, they have direct access to a shopping mall located at the ground floor just next door. Plenty of shops and dining options within walking distance too. Breakfast was enjoyable with a good variety of options, 7/10. What stood out most was the service provided by the staff. Mr. Nathan & the restaurant team delivered welcoming customer service and were attentive to diners' needs. Not to forget, the Marketing Manager Ms. Wee Wee (name might be spelled wrong, she’s a Chinese woman) and Assistant Exec Housekeeper Mr. Chong, who were present at the restaurant during breakfast hour, went the extra mile in providing a pleasant service recovery and showed genuine care. Mr. Devin & Ms. Diane from Front Office just did their job efficiently, ensuring that the check-in and the guest experience were handled smoothly. They were approachable and willing to assist with guests' inquiries and requests. The luggage delivery to the room experienced a slight delay. However, the matter was handled after a phone call. The Security guards stationed at the entrance showed great hospitality. They always greeted guests with smiles, promptly opened doors & maintained a welcoming presence, contributing positively to guest experience from the moment of arrival. Overall, it was a relaxing one-day stay with good facilities, convenient surroundings, and a team that showed efforts in delivering quality service. Keep improving",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2108,"This hotel offers excellent value for money, with a prime location and convenient transportation around. The rooms are clean and tidy, providing a comfortable environment that ensures a good sleep experience. The staff is enthusiastic and attentive, the facilities are complete, and parking is also very convenient. Overall, this is a highly recommended place, suitable for travelers with various needs.",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2109,"A hotel suitable for a family vacation, with excellent staff service, a wide variety of breakfast options, and a comfortable environment. Late at night, when there was an issue with the room's television, the staff responded quickly. They even sent birthday wishes to my child upon seeing the birthday decorations in our room. Every hotel employee was warm and thoughtful, highly recommend! 👍👍👍",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Family Travellers,No Major Improvement Needed,Room & Comfort,agoda
2110,"New room, clean, good location, friendly reception staff. Facilities in the room are complete and modern. Very good and worth the price.",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Staff & Service,agoda
2111,"Very clean and comfortable room without any noise disruption. Staffs are very polite and friendly. They will greet and open door for you. Good facilities with swimming pool, gym, etc",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Noise/Comfort Risk,Leisure Travellers,Room Comfort & Noise Control,Facilities & Amenities,agoda
2112,"Terbaik. Everything was superb and amazing and the breathtaking view of trx, menara kL and kLCc 🤩",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,agoda
2113,First and foremost the check in and check out was a smooth one. My family and myself are extremely happy with the hospitality which they serve to the guest hotel. Always greeted us non stop and cleanliness was quick. Top not hotel and will return for sure. Thank you.,Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Family Travellers,No Major Improvement Needed,Staff & Service,agoda
2114,"Excellent stay overall. The staff were friendly and helpful, the room was clean and comfortable, and the location was convenient for sightseeing. Breakfast offered good variety and quality. Highly recommended for travelers seeking comfort and accessibility.",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
2115,"Other than the wonderful room and helpful staffs, a mall is situated just beside the hotel. I love the breakfast spread as well. Good value for money for hotel guests with advanced booking.",Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Budget Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
2116,Cleanliness and comfort are great. The breakfast buffet is excellent. We really enjoyed the staycation and the food. There’s a wide variety of food suitable for the whole family.,Courtyard by Marriott Kuala Lumpur South,"137 Jalan Puchong, Bukit Jalil, Kuala Lumpur, Malaysia, 58200",positive,bukit jalil,Low Risk,Family Travellers,No Major Improvement Needed,Food & Breakfast,agoda
