No.,Sentence,Sentiment,Source,Location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
391,Some accommodation was not in satisfied condition. Remote tv not functioning Storage rack door loud sound when open. Almost faulty Just suitable for short stay with price,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,8,"Negative indicators: not functioning, faulty",Facilities; Comfort/Noise,Facility/Maintenance Risk,Suitable for short stay/budget travellers,Improve room facilities and maintenance
392,"The building itself seems old, the counter staff are from Nepal and the parking is bad because we have to pay for it. But the room itself is ok, they didnt give us towel tho, and there was roaches when we first enter the room",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0.68,4.5,"Negative indicators: bad, old; positive point(s): ok",Cleanliness; Service; Parking,Cleanliness Risk; Parking Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve parking information or parking availability"
393,Shower head leaking Aircon not cold TV has some setting problems Internet wifi not stable,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,7,"Negative indicators: not cold, leaking",Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
394,"I RARELY leave reviews, but I felt i had to mention that the woman staff at the counter behavior was unexpectedly rude with no manners! I tried to ask nicely, yet her tone attitude response was unpleasant and unprofessional. Not only with me but i saw infront of my face with other customer also. Definitely needs better training!",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,12.15,"Negative indicators: needs better, unpleasant, rude",Service,Service Risk,General traveller suitability,Improve front desk/staff service training
395,Be careful with room reserved for you. It might be full of fungus and smelly. Not for staying. I have to go down again and insist for room change.,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",Medium,0,4,Negative indicators: smelly,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
396,"The hotel was terrible , everything were old. The lift was dirty. And we have electric outage for about 35 mins and we had to went to downstairs by foot.",Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,11,"Negative indicators: terrible, dirty, old",Cleanliness; Facilities; Accessibility,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
397,Sy dh call pihak pengurusan utk service pintu almari tapi pihak pengurusan ckp.. xkena u kan? Very rude talk to customer. If u rasa nk business u majuk.. repair la apa yg patut.. I siap kena current shock lagi.,Negative,Agoda,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",High,0,4,Negative indicators: rude,Service,Service Risk,General traveller suitability,Improve front desk/staff service training
398,I have stayed here for the third time. The room cleanliness this time is not satisfied. The trash bin had no plastic bag in it; there was hair on bed when I first got in; the tables were sticky and not clean properly; the daily bathroom cleaning is not satisfied. One of the ceiling light is broken.,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,3,11,"Negative indicators: not clean, broken; positive point(s): clean",Cleanliness; Facilities; Comfort/Noise,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
399,"I had a two-night stay at the Sunway Resort Hotel. The facilities and location were satisfactory. However, I was disappointed with both the buffet breakfast and the Gordon Ramsay Bar & Grill.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,5.4,Negative indicators: disappointed,Location; Breakfast/Food,Noise Risk,Suitable for convenience-focused travellers; Not suitable for light sleepers,Improve soundproofing / noise control
400,"Booked 3 studio room only to be told that they are FULLY BOOKED when we reached there. They then told us they will UPGRADE us to Deluxe room at the Sunway Resort Hotel instead. Although it is an UPGRADE in terms of value, it is inconvenient for family with kids because I expected a fully equipped kitchen & full-sized fridge that the studio has for my baby's meal and my breastmilk. No apologies was offered and honestly the receptionist was pretty rude. They could at least inform us earlier of the changes instead of over-booking their rooms and told us when we are there.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,5.4,Negative indicators: rude,Location; Service,Service Risk,Suitable for convenience-focused travellers,Improve front desk/staff service training
401,The pool and breakfast was in another hotel. U would need to walk to another block to get to the pool and breakfast. Room was small although i already booked a deluxe room. Will not come back again for the price.,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,5.4,Negative indicators: will not come back,Facilities; Breakfast/Food,No major risk detected,General traveller suitability,No major improvement issue detected
402,Not worth to stay better with that amount of payment could jolly book Ksl hotel,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,7,Negative indicators: not worth,General,No major risk detected,General traveller suitability,No major improvement issue detected
403,"The hotel room was quite old and showed its age. The furniture was outdated and worn, and the overall condition of the building felt old and in need of refurbishment.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",Medium,0,4,Negative indicators: old,General,No major risk detected,General traveller suitability,No major improvement issue detected
404,Too crowded that affect my comfort.,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",Medium,0,3.5,"Negative indicators: too crowded, crowded",General,No major risk detected,General traveller suitability,No major improvement issue detected
405,"First time and never again. Checked in to a bigger room with balcony and kitchenette The furnitures and bathroom vanity are quite old, leaking from ceiling near spotlight caused our bedtime to be disrupted with power supply being cut off. Facilities staff came to resolved and we informed him about the leaking, which may have contributed to the power trip. We were relocated to another room and seems a little better but no key card due to some technical issue. So we stayed in the room the whole of next day for to avoid the hassle of having the concierge escort us back and forth using their master keycard. On our second last day, our key card could not access for some reason so we had to again go back to the concierge to resolved the keycard issue. Huge disappointment for a stay at sunway pyramid. We enjoyed the stay at sunway resort 2 years ago so we decided to try Sunway Pyramid but this time was a totally opposite experience. The only thing we enjoyed was the sunway lagoon and shopping mall trips.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",Low,8.1,10,"Negative indicators: leaking, old; positive point(s): enjoyed",Location; Service,Facility/Maintenance Risk,Suitable for convenience-focused travellers,Improve room facilities and maintenance
406,"The hotel location and overall stay were acceptable, but there are several areas that need improvement. The toilet cleanliness was below expectation and should be maintained more thoroughly. The mattress was too hard and uncomfortable — adding a mattress topper would greatly improve sleep quality. The bedsheet texture was also quite rough, and unfortunately there were “X” markings and blood stain on the sheet, which was very unpleasant and unacceptable for hotel hygiene standards.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0.5,10.8,"Negative indicators: need improvement, unpleasant, stain; positive point(s): acceptable",Location; Cleanliness; Comfort/Noise,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
407,i went to have my buffet breakfast but there was no one there to verify my admission. there was a PIC which i think is the supervisor. He express very rude attitude when serving guest,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,5.4,Negative indicators: rude,Service; Breakfast/Food,Service Risk,General traveller suitability,Improve front desk/staff service training
408,"I already booked and paid for a room with balcony and bath tub, but was told by the hotel staff that no more availability of such room. I dont understand why they the room to others when I have already chose and paid for it. What a scam!",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,6.75,Negative indicators: scam,Service,Service Risk,General traveller suitability,Improve front desk/staff service training
409,"Please improve the overall cleanliness, tidiness, facility readiness, room odour, and guest hospitality. I had high expectations for the room, but it turned out to be quite disappointing. The cleanliness and smell were poor upon arrival, causing us to sneeze frequently, and our children felt uncomfortable throughout the stay. Additionally, the elevators nearest to our room were not functioning, forcing us to walk a considerable distance while carrying heavy bags during check-out. The staff were also not particularly welcoming or friendly upon our arrival. Based on this experience, I would not consider staying here again for future vacations.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,2.7,9.45,"Negative indicators: not functioning, poor; positive point(s): friendly",Cleanliness; Service; Facilities,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
410,The room we get was at level12 It’s old and mouldy. It’s totally different from the picture we saw. Very disappointing. Somehow the room is very old and not clean. A lot dust in the air.,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,3,11,"Negative indicators: not clean, old; positive point(s): clean",Cleanliness,No major risk detected,General traveller suitability,No major improvement issue detected
411,The toilet is moldy and cleaning horrible,Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,5,Negative indicators: horrible,General,No major risk detected,General traveller suitability,No major improvement issue detected
412,"Check in time 3 o’clock,whatapp info is ready the room can pickup key card on 3clock the counter .counter staff say the room not ready, and reply just now is just now !! Bad services",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,10.5,"Negative indicators: room not ready, bad services, not ready",Service,Service Risk,General traveller suitability,Improve front desk/staff service training
413,"Everything is fine except for the space were quite small. Not as what i expected and seen on the online. Furthermore no pics were attached on the agoda for this type of room. Seems like a budget hotel interior but located in Sunway huhu. Overall if you're just looking for a place to sleep overnight, should be fine but for family ocassion, not recommended as the space were so limited.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",Medium,7.75,9.45,"Negative indicators: not recommended; positive point(s): fine, recommended",Location,No major risk detected,Suitable for short stay/budget travellers; Suitable for convenience-focused travellers,No major improvement issue detected
414,"I rented a place for my elderly parents to stay for five days and four nights. As soon as we entered the room, there was a musty smell, and the pillows had a strong sweaty odor. I immediately went to the front desk for assistance, and they quickly sent someone to change the pillows and provided me with an air freshener spray. However, I think even a high-end hotel should pay attention to pillow replacement, as this is a very dirty issue. Furthermore, the hotel provides the pool, gym, and breakfast at a different location, which is quite inconvenient.",Negative,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",High,0,9.4,"Negative indicators: musty, dirty",Location; Cleanliness; Service; Facilities; Comfort/Noise; Breakfast/Food,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
